"The New York Times",
"The Washington Post",
"The Guardian",
"MSNBC",
"CNN",
"NBC News",
"CBS News",
"ABC News",
"Mother Jones",
"The Nation",
"Salon",
"Slate",
"Vox",
"BuzzFeed News",
"Daily Kos",
"HuffPost",
"ThinkProgress",
"Democracy Now!",
"Raw Story",
"Jacobin"
